[0.6554103, 0.415388, 0.798266, 0.3408379, 1.711896, 0.2790062, 1.901902, 0.2663523]
[1.228526, 0.2789553, 0.574158, 0.2692735, 1.547785, 0.294435, 1.520991, 0.4182477]
[1.481781, 0.2732987, 1.117244, 0.3917349, 1.283219, 0.3803166, 1.200783, 0.2814501]
[1.384307, 0.4220653, 1.318805, 0.2983527, 1.222671, 0.2806593, 0.5462758, 0.2811414]
[1.122112, 0.3266866, 1.729517, 0.42031, 0.6482228, 0.3870157, 1.932747, 0.4398756]
[0.7561943, 0.3355099, 0.592362, 0.3092577, 1.109472, 0.3918709, 1.615951, 0.291284]
[1.776808, 0.3702386, 0.5094433, 0.3209052, 0.5457848, 0.3770061, 1.704325, 0.3839353]
[1.637316, 0.359601, 1.203194, 0.3150327, 1.364028, 0.446557, 0.5436875, 0.3630323]
[1.249073, 0.2646799, 0.5241686, 0.2848606, 0.6071448, 0.3111943, 1.714657, 0.2540885]
[1.334878, 0.3776265, 1.75012, 0.3794364, 1.307274, 0.2680293, 0.8190843, 0.3268099]
[1.876513, 0.3761578, 1.074289, 0.3221697, 0.7346702, 0.3644628, 1.584689, 0.4273826]
[1.910544, 0.3446645, 1.894272, 0.3569596, 1.033186, 0.4425426, 0.8835698, 0.4077632]
[0.7817187, 0.2691398, 1.57419, 0.2873189, 1.975913, 0.4462741, 1.224264, 0.3695933]
[1.110928, 0.3161464, 0.6381952, 0.2872529, 1.778431, 0.3926968, 0.7712182, 0.4181522]
[1.12787, 0.3322197, 1.943891, 0.3163688, 1.027626, 0.414016, 0.5922503, 0.3055334]
[0.8599677, 0.3861572, 1.03112, 0.2651219, 1.954549, 0.4478121, 1.920512, 0.2805611]
[1.857419, 0.4114304, 1.782322, 0.3699221, 1.311586, 0.4385824, 0.7214538, 0.3182805]
[1.174819, 0.2566894, 0.6797863, 0.3702897, 1.575205, 0.4383219, 1.833647, 0.2781117]
[1.852266, 0.3389914, 0.6094217, 0.4366732, 0.9812674, 0.4264577, 1.216343, 0.2509636]
[1.706868, 0.4369287, 1.968852, 0.3032356, 1.382622, 0.2773632, 1.623791, 0.2814784]
[1.093393, 0.4288024, 1.810324, 0.2832477, 1.939147, 0.3639393, 0.8511808, 0.3199255]
[0.5537721, 0.2507255, 0.7564477, 0.3922196, 0.7002244, 0.3286567, 1.396977, 0.2803104]
[1.456694, 0.3879177, 0.6139537, 0.383067, 1.155018, 0.2603499, 1.641392, 0.309007]
[1.563592, 0.3089493, 1.490668, 0.3014645, 1.961886, 0.2652197, 1.32129, 0.2897284]
[1.988947, 0.3610276, 1.239339, 0.2826823, 1.304639, 0.386113, 1.666959, 0.2673728]
[0.8016151, 0.3714848, 1.784151, 0.4038952, 0.9688485, 0.376151, 1.162435, 0.4185362]
[1.211388, 0.4440775, 0.9395518, 0.3462511, 0.8050924, 0.3472116, 1.882027, 0.413403]
